Academic Year,No. of students graduating in minimum stipulated time,No. of students placed,Median salary of placed graduates per annum(Amount in Rs.),No. of students selected for Higher Studies,College,CollegeID,Batch
2019-20,789,463,"1700000(Seventeen
Lakhs)",325,Indian Institute of Technology Kanpur,IR-E-I-1075,UG [4 Years Program(s)]
2017-18,730,449,"1075000(Ten Lakh
Seventy Five
Thousand)",225,Indian Institute of Technology Kanpur,IR-E-I-1075,PG [2 Years Program(s)]
2018-19,704,484,"1258000(Twelve Lakh
Fifty Eight Thousand )",190,Indian Institute of Technology Kanpur,IR-E-I-1075,PG [2 Years Program(s)]
2017-18,334,283,"1306000(Thirteen
lakhs six thousand)",51,Indian Institute of Technology Madras,IR-E-U-0456,UG [4 Years Program(s)]
2018-19,362,268,"1360000(Thirteen
Lakhs Sixty thousand)",65,Indian Institute of Technology Madras,IR-E-U-0456,UG [4 Years Program(s)]
2019-20,374,286,1500000(Fifteen lakhs),43,Indian Institute of Technology Madras,IR-E-U-0456,UG [4 Years Program(s)]
2017-18,320,289,"875000(Eight lakhs
Seventy Five
thousand)",15,Indian Institute of Technology Madras,IR-E-U-0456,PG [2 Years Program(s)]
2018-19,459,373,"1100000(Eleven
Lakhs)",21,Indian Institute of Technology Madras,IR-E-U-0456,PG [2 Years Program(s)]
2019-20,302,213,1200000(Twelve lakhs),26,Indian Institute of Technology Madras,IR-E-U-0456,PG [2 Years Program(s)]
2017-18,182,113,"1100000(Eleven lakhs
only)",36,Indian Institute of Technology Madras,IR-E-U-0456,PG [3 Years Program(s)]
2018-19,130,81,"1100000(Eleven
Lakhs)",18,Indian Institute of Technology Madras,IR-E-U-0456,PG [3 Years Program(s)]
2019-20,165,126,"1400000(Fourteen
Lakhs)",33,Indian Institute of Technology Madras,IR-E-U-0456,PG [3 Years Program(s)]
2017-18,731,567,"645000(Six Lakhs
Forty Five Thousand)",144,College of Engineering Pune,IR-E-C-41593,UG [4 Years Program(s)]
2018-19,724,538,"780000(Seven Lakhs
Eighty Thousand)",167,College of Engineering Pune,IR-E-C-41593,UG [4 Years Program(s)]
2019-20,723,529,"787000(Seven Lakhs
Eighty Seven
Thousand)",174,College of Engineering Pune,IR-E-C-41593,UG [4 Years Program(s)]
2017-18,375,237,700000(Seven Lakhs),9,College of Engineering Pune,IR-E-C-41593,PG [2 Years Program(s)]
2018-19,403,235,"507000(Five Lakhs
Seventy Thousand)",4,College of Engineering Pune,IR-E-C-41593,PG [2 Years Program(s)]
2019-20,374,221,"534000(Five Lakhs
Thirty Four Thousand)",10,College of Engineering Pune,IR-E-C-41593,PG [2 Years Program(s)]
2017-18,791,685,"360000(Three Lakhs
Sixty Thousand)",99,Thiagarajar College of Engineering,IR-E-C-26794,UG [4 Years Program(s)]
2018-19,807,679,400000(Four Lakhs),112,Thiagarajar College of Engineering,IR-E-C-26794,UG [4 Years Program(s)]
2019-20,801,637,400000(Four Lakhs),56,Thiagarajar College of Engineering,IR-E-C-26794,UG [4 Years Program(s)]
2017-18,196,39,"350000(Three Lakhs
Fifty Thousand)",4,Thiagarajar College of Engineering,IR-E-C-26794,PG [2 Years Program(s)]
2018-19,154,59,"360000(Three Lakhs
Sixty Thousand)",9,Thiagarajar College of Engineering,IR-E-C-26794,PG [2 Years Program(s)]
2019-20,154,42,400000(Four Lakhs),2,Thiagarajar College of Engineering,IR-E-C-26794,PG [2 Years Program(s)]
2017-18,97,78,"960000(Nine Lakh
Sixty Thousand)",17,Indian Institute of Technology Ropar,IR-E-U-0378,UG [4 Years Program(s)]
2018-19,105,75,"1120000(Eleven Lakh
Twenty Thousand)",24,Indian Institute of Technology Ropar,IR-E-U-0378,UG [4 Years Program(s)]
2019-20,127,102,"1220000(Twelve Lakh
Twenty Thousand)",4,Indian Institute of Technology Ropar,IR-E-U-0378,UG [4 Years Program(s)]
2017-18,0,0,0(Zero),0,Indian Institute of Technology Ropar,IR-E-U-0378,PG [3 Years Program(s)]
2018-19,6,2,1000000(Ten Lakh),3,Indian Institute of Technology Ropar,IR-E-U-0378,PG [3 Years Program(s)]
2019-20,0,0,0(Zero),0,Indian Institute of Technology Ropar,IR-E-U-0378,PG [3 Years Program(s)]
2017-18,0,0,0(Zero),0,Indian Institute of Technology Ropar,IR-E-U-0378,PG-Integrated [5 Years Program(s)]
2018-19,0,0,0(Zero),0,Indian Institute of Technology Ropar,IR-E-U-0378,PG-Integrated [5 Years Program(s)]
2019-20,7,5,"775000(Seven Lakh
Seventy Five
Thousand)",0,Indian Institute of Technology Ropar,IR-E-U-0378,PG-Integrated [5 Years Program(s)]
2017-18,205,113,"575000(fivelakh
seventy five thousand)",83,Institute of Chemical Technology,IR-E-U-0308,UG [4 Years Program(s)]
2018-19,214,99,"475000(four lakh
seventy five thousand)",84,Institute of Chemical Technology,IR-E-U-0308,UG [4 Years Program(s)]
2019-20,244,92,700000(seven lakhs),73,Institute of Chemical Technology,IR-E-U-0308,UG [4 Years Program(s)]
2017-18,170,96,"530000(five lakh thirty
thousand)",23,Institute of Chemical Technology,IR-E-U-0308,PG [2 Years Program(s)]
2018-19,186,104,"480000(four lakh
eighty thousand)",10,Institute of Chemical Technology,IR-E-U-0308,PG [2 Years Program(s)]
2017-18,0,0,0(Zero),0,Institute of Chemical Technology,IR-E-U-0308,PG-Integrated [5 Years Program(s)]
2018-19,0,0,0(Zero),0,Institute of Chemical Technology,IR-E-U-0308,PG-Integrated [5 Years Program(s)]
2019-20,0,0,0(Zero),0,Institute of Chemical Technology,IR-E-U-0308,PG-Integrated [5 Years Program(s)]
2017-18,1284,965,"350000(RUPEES
THREE LAKH FIFTY
THOUSAND ONLY)",222,Siksha O Anusandhan,IR-E-U-0363,UG [4 Years Program(s)]
2018-19,1638,1395,"350000(RUPEES
THREE LAKH FIFTY
THOUSAND ONLY)",194,Siksha O Anusandhan,IR-E-U-0363,UG [4 Years Program(s)]
2019-20,1971,1798,"360000(RUPEES
THREE LAKH SIXTY
THOUSAND ONLY)",113,Siksha O Anusandhan,IR-E-U-0363,UG [4 Years Program(s)]
2017-18,76,65,"325000(RUPEES
THREE LAKH
TWENTY FIVE
THOUSAND ONLY)",8,Siksha O Anusandhan,IR-E-U-0363,PG [2 Years Program(s)]
2018-19,50,16,"325000(RUPEES
THREE LAKH
TWENTY FIVE
THOUSAND ONLY)",30,Siksha O Anusandhan,IR-E-U-0363,PG [2 Years Program(s)]
2019-20,30,25,"350000(RUPEES
THREE LAKH FIFTY
THOUSAND ONLY)",5,Siksha O Anusandhan,IR-E-U-0363,PG [2 Years Program(s)]
2017-18,973,730,500000(Five Lakh ),150,PES University,IR-E-U-0733,UG [4 Years Program(s)]
2018-19,936,704,"650000(Six Lakh Fifty
Thousand )",120,PES University,IR-E-U-0733,UG [4 Years Program(s)]
2019-20,1230,934,"720000(Seven Lakh
Twenty Thousand )",178,PES University,IR-E-U-0733,UG [4 Years Program(s)]
2017-18,93,63,"588500(Five Lakh
Eighty Eight Thousand
Five Hundred )",3,PES University,IR-E-U-0733,PG [2 Years Program(s)]
2018-19,93,31,"615250(Six Lakh
Fifteen Thousand Two
Hundred Fifty )",2,PES University,IR-E-U-0733,PG [2 Years Program(s)]
2017-18,623,468,"625000(Six Lakh
twenty Five Thousand)",16,Malaviya National Institute of Technology,IR-E-U-0410,UG [4 Years Program(s)]
2018-19,565,475,"680000(Six lakh eighty
thousand)",19,Malaviya National Institute of Technology,IR-E-U-0410,UG [4 Years Program(s)]
2019-20,623,443,700000(Seven Lakh),23,Malaviya National Institute of Technology,IR-E-U-0410,UG [4 Years Program(s)]
2017-18,363,68,600000(Six Lakh),9,Malaviya National Institute of Technology,IR-E-U-0410,PG [2 Years Program(s)]
2018-19,410,111,"475459(Four Lakh
Seventy Five
Thousand Four
Hundred Fifty Nine)",17,Malaviya National Institute of Technology,IR-E-U-0410,PG [2 Years Program(s)]
2019-20,402,182,600000(Six Lakh),21,Malaviya National Institute of Technology,IR-E-U-0410,PG [2 Years Program(s)]
2017-18,483,307,"550000(Five lakh Fifty
thousand )",34,National Institute of Technology Hamirpur,IR-E-U-0189,UG [4 Years Program(s)]
2018-19,458,331,"562000(Five lakh Sixty
two thousand )",58,National Institute of Technology Hamirpur,IR-E-U-0189,UG [4 Years Program(s)]
2019-20,480,270,"715000(Seven Lakh
fifteen thousand )",15,National Institute of Technology Hamirpur,IR-E-U-0189,UG [4 Years Program(s)]
2017-18,158,26,"465000(Four lakh sixty
five thousand )",14,National Institute of Technology Hamirpur,IR-E-U-0189,PG [2 Years Program(s)]
2018-19,165,29,"587000(Five lakh
eighty seven thousand
)",16,National Institute of Technology Hamirpur,IR-E-U-0189,PG [2 Years Program(s)]
2019-20,173,17,"580000(Five lakh
eighty thousand )",28,National Institute of Technology Hamirpur,IR-E-U-0189,PG [2 Years Program(s)]
2017-18,0,0,0(Zero),0,National Institute of Technology Hamirpur,IR-E-U-0189,PG-Integrated [5 Years Program(s)]
2018-19,58,45,"681000(Six lakh eighty
one thousand )",4,National Institute of Technology Hamirpur,IR-E-U-0189,PG-Integrated [5 Years Program(s)]
2019-20,98,72,"726000(Seven lakh
twenty six thousand )",0,National Institute of Technology Hamirpur,IR-E-U-0189,PG-Integrated [5 Years Program(s)]
2017-18,826,610,"600000(Six Lakhs
only)",15,Maulana Azad National Institute of Technology,IR-E-U-0284,UG [4 Years Program(s)]
2018-19,834,618,"650000(Six Lakhs
only)",29,Maulana Azad National Institute of Technology,IR-E-U-0284,UG [4 Years Program(s)]
2019-20,816,614,"750000(Seven Lakhs
Fifty Thousand Only)",32,Maulana Azad National Institute of Technology,IR-E-U-0284,UG [4 Years Program(s)]
2017-18,316,31,"650000(Six Lakhs Fifty
Thousand only)",21,Maulana Azad National Institute of Technology,IR-E-U-0284,PG [2 Years Program(s)]
2018-19,310,55,"600000(Six Lakhs
only)",20,Maulana Azad National Institute of Technology,IR-E-U-0284,PG [2 Years Program(s)]
2019-20,307,97,"650000(Six Lakhs Fifty
Thousand only)",35,Maulana Azad National Institute of Technology,IR-E-U-0284,PG [2 Years Program(s)]
2017-18,578,322,"480000(Four Lakh
Eighty Thousand )",131,National Institute of Technology Srinagar,IR-E-U-0197,UG [4 Years Program(s)]
2018-19,576,284,"550000(Five Lakh Fifty
Thousand )",125,National Institute of Technology Srinagar,IR-E-U-0197,UG [4 Years Program(s)]
2019-20,358,157,"623000(Six Lakh
Twenty Three
Thousand )",58,National Institute of Technology Srinagar,IR-E-U-0197,UG [4 Years Program(s)]
2017-18,122,50,"550000(Five Lac Fifty
Thousand)",33,National Institute of Technology Srinagar,IR-E-U-0197,PG [2 Years Program(s)]
2018-19,124,56,"530000(Five Lac Thirty
Thousand)",36,National Institute of Technology Srinagar,IR-E-U-0197,PG [2 Years Program(s)]
2017-18,3891,2311,"520000(Five Lakh
Twenty Thousand)",1032,Vellore Institute of Technology,IR-E-U-0490,UG [4 Years Program(s)]
2018-19,4666,2968,"550000(Five Lakh Fifty
Thousand)",984,Vellore Institute of Technology,IR-E-U-0490,UG [4 Years Program(s)]
2019-20,5500,3483,"650000(Six Lakh Fifty
Thousand)",922,Vellore Institute of Technology,IR-E-U-0490,UG [4 Years Program(s)]
2017-18,1350,501,"520000(Five Lakh
Twenty Thousand)",72,Vellore Institute of Technology,IR-E-U-0490,PG [2 Years Program(s)]
2018-19,1416,715,"592000(Five Lakh
Ninety Two Thousand)",95,Vellore Institute of Technology,IR-E-U-0490,PG [2 Years Program(s)]
2019-20,1443,526,600000(Six Lakh),48,Vellore Institute of Technology,IR-E-U-0490,PG [2 Years Program(s)]
2017-18,524,323,"350000(Three Lakh
Fifty Thousand)",41,Vellore Institute of Technology,IR-E-U-0490,PG-Integrated [5 Years Program(s)]
2018-19,586,455,"580000(Five Lakh
Eighty Thousand)",25,Vellore Institute of Technology,IR-E-U-0490,PG-Integrated [5 Years Program(s)]
2019-20,578,339,600000(Six Lakh),8,Vellore Institute of Technology,IR-E-U-0490,PG-Integrated [5 Years Program(s)]
2017-18,746,491,600000(Six Lakh ),142,National Institute of Technology Durgapur,IR-E-U-0577,UG [4 Years Program(s)]
2018-19,748,522,"640000(Six Lakhs
Forty Thousand)",121,National Institute of Technology Durgapur,IR-E-U-0577,UG [4 Years Program(s)]
2019-20,663,453,"790000(Seven Lakh
Ninety Thousand )",150,National Institute of Technology Durgapur,IR-E-U-0577,UG [4 Years Program(s)]
2017-18,0,0,0(Zero),0,National Institute of Technology Durgapur,IR-E-U-0577,UG [5 Years Program(s)]
2018-19,0,0,0(Zero),0,National Institute of Technology Durgapur,IR-E-U-0577,UG [5 Years Program(s)]
2017-18,274,40,600000(Six Lakhs),227,National Institute of Technology Durgapur,IR-E-U-0577,PG [2 Years Program(s)]
2018-19,200,35,600000(Six Lakhs),160,National Institute of Technology Durgapur,IR-E-U-0577,PG [2 Years Program(s)]
2019-20,220,47,"750000(Seven Lakhs
Fifty Thousand)",148,National Institute of Technology Durgapur,IR-E-U-0577,PG [2 Years Program(s)]
2017-18,111,76,1000000(Ten Lakh),15,Indian Institute of Technology Indore,IR-E-U-0273,UG [4 Years Program(s)]
2018-19,102,74,"1300000(Thirteen
Lakh)",15,Indian Institute of Technology Indore,IR-E-U-0273,UG [4 Years Program(s)]
2019-20,226,136,"1650000(Sixteen Lakh
Fifty Thousand)",19,Indian Institute of Technology Indore,IR-E-U-0273,UG [4 Years Program(s)]
2017-18,65,5,"480000(Four Lakh
Eighty Thousand)",14,Indian Institute of Technology Indore,IR-E-U-0273,PG [2 Years Program(s)]
2018-19,79,14,"725000(Seven Lakh
Twenty Five
Thousand)",35,Indian Institute of Technology Indore,IR-E-U-0273,PG [2 Years Program(s)]
2019-20,121,9,1100000(Eleven Lakh),41,Indian Institute of Technology Indore,IR-E-U-0273,PG [2 Years Program(s)]
2017-18,836,583,"750000(RUPEES
SEVEN LAKHS AND
FIFTY THOUSAND
ONLY)",165,National Institute of Technology Tiruchirappalli,IR-E-U-0467,UG [4 Years Program(s)]
2018-19,803,577,"900000(RUPEES
NINE LAKHS ONLY)",168,National Institute of Technology Tiruchirappalli,IR-E-U-0467,UG [4 Years Program(s)]
2019-20,803,556,"1050000(RUPEES
TEN LAKHS AND
FIFTY THOUSAND
ONLY)",178,National Institute of Technology Tiruchirappalli,IR-E-U-0467,UG [4 Years Program(s)]
2017-18,418,372,"600000(RUPEES SIX
LAKHS ONLY)",20,National Institute of Technology Tiruchirappalli,IR-E-U-0467,PG [2 Years Program(s)]
2018-19,459,382,"625000(RUPEES SIX
LAKHS AND TWENTY
FIVE THOUSAND
ONLY)",33,National Institute of Technology Tiruchirappalli,IR-E-U-0467,PG [2 Years Program(s)]
2019-20,489,368,"750000(RUPEES
SEVEN LAKHS AND
FIFTY THOUSAND
ONLY)",22,National Institute of Technology Tiruchirappalli,IR-E-U-0467,PG [2 Years Program(s)]
2017-18,1526,578,"420000(Four Lakh
Twenty Thousand )",226,Chandigarh University,IR-E-U-0747,UG [4 Years Program(s)]
2018-19,2873,724,"450000(Four Lakh Fifty
Thousand )",355,Chandigarh University,IR-E-U-0747,UG [4 Years Program(s)]
2019-20,2904,1151,"480000(Four Lakh
Eighty Thousand )",567,Chandigarh University,IR-E-U-0747,UG [4 Years Program(s)]
2017-18,121,99,"506000(Five Lakh Six
Thousand)",12,Chandigarh University,IR-E-U-0747,PG [2 Years Program(s)]
2018-19,171,144,"565000(Five Lakh
Sixty Five Thousand)",27,Chandigarh University,IR-E-U-0747,PG [2 Years Program(s)]
2017-18,171,125,1000000(Ten lakh),16,Indian Institute of Technology Patna,IR-E-U-0064,UG [4 Years Program(s)]
2018-19,186,114,1000000(Ten lakh),7,Indian Institute of Technology Patna,IR-E-U-0064,UG [4 Years Program(s)]
2019-20,191,118,"1400000(Fourteen
lakh)",8,Indian Institute of Technology Patna,IR-E-U-0064,UG [4 Years Program(s)]
2017-18,65,29,"670000(Six lakh
seventy thousand)",23,Indian Institute of Technology Patna,IR-E-U-0064,PG [2 Years Program(s)]
2018-19,75,28,1000000(Ten lakh),7,Indian Institute of Technology Patna,IR-E-U-0064,PG [2 Years Program(s)]
2019-20,93,43,"950000(Nine lakh fifty
thousand)",9,Indian Institute of Technology Patna,IR-E-U-0064,PG [2 Years Program(s)]
